CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase
12347,4,382.52,636.25,519.7675,2079.07,18.4115974931099,29.39391170090473,5.661185049084446,15.48577007989149,31.04753567700943,59,247
12348,3,227.43999999999997,367.0,301.47999999999996,904.4399999999999,35.871920746539296,0.0,0.0,0.0,64.12807925346071,5,248
12350,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,23.654306220095688,0.0,0.0,27.900717703349283,48.444976076555015,240,240
12352,6,144.35,840.3,345.66333333333324,2073.9799999999996,53.72520467892652,15.711337621384974,14.301005795620018,3.3703314400331736,12.892120464035333,2,226
12353,1,89.0,89.0,89.0,89.0,44.7191011235955,0.0,22.35955056179775,19.887640449438205,13.03370786516854,134,134
12354,1,1079.4,1079.4,1079.4,1079.4,22.06133036872336,19.700759681304426,16.23587178061886,10.825458588104503,31.176579581248838,162,162
12355,1,459.4,459.4,459.4,459.4,9.882455376578147,25.27209403569874,0.0,11.558554636482372,53.28689595124075,144,144
12356,2,481.46,2271.620000000001,1376.5400000000004,2753.080000000001,37.61423569238815,7.409882749502374,13.464192831301663,12.85469365220044,28.656995074607337,175,255
12358,1,484.85999999999996,484.85999999999996,484.85999999999996,484.85999999999996,16.49960813430681,3.093676525182527,66.28717567957763,3.650538299715383,10.469001361217671,80,80
12359,3,547.5,1803.1100000000006,1153.3100000000002,3459.9300000000003,37.722728494507116,14.93671837291506,26.253421311991854,11.413525707167485,9.67360611341848,119,261
12360,2,534.7000000000002,1083.58,809.1400000000001,1618.2800000000002,45.80295128160761,9.429764935610649,0.0,24.406159626269865,20.36112415651185,42,130
12361,1,189.90000000000003,189.90000000000003,189.90000000000003,189.90000000000003,7.898894154818324,0.0,0.0,18.64139020537125,73.45971563981041,217,217
12362,5,303.7600000000001,829.9900000000001,510.9080000000001,2554.5400000000004,18.411925434716228,19.08758524039553,6.576526497921345,20.277623368590824,35.64633945837606,2,225
12363,2,252.90000000000003,299.1,276.0,552.0,17.934782608695652,5.380434782608696,8.641304347826088,30.543478260869573,37.5,39,172
12364,2,79.8,623.92,351.85999999999996,703.7199999999999,48.43119422497584,4.923833342806799,0.0,4.611209003580971,42.0337634286364,8,42
12365,2,320.69,320.69,320.69,641.38,52.77370669493904,7.717733636845551,0.0,16.55804671177773,22.950512956437684,221,221
12370,1,938.3900000000002,938.3900000000002,938.3900000000002,938.3900000000002,29.693411055105006,29.16697748270974,10.97624654994192,12.723920757893836,17.439444154349466,204,204
12372,3,383.12,515.7,432.68,1298.04,18.970139595081818,8.528242581122308,6.1246186558195435,19.80678561523528,46.57021355274106,1,226
12373,1,364.6,364.6,364.6,364.6,24.95885902358749,4.85463521667581,0.0,46.65386725178278,23.53263850795392,241,241
12375,1,230.30000000000004,230.30000000000004,230.30000000000004,230.30000000000004,28.44116369952236,21.62396873643074,13.808076422058182,36.126791141988704,0.0,28,28
12377,1,626.6000000000001,626.6000000000001,626.6000000000001,626.6000000000001,28.949888285987864,18.81583147143313,17.283753590807528,15.368656240025533,19.581870411745925,245,245
12378,1,4008.6200000000013,4008.6200000000013,4008.6200000000013,4008.6200000000013,19.435616246987735,15.70490592772575,12.641507551227102,22.231091996747004,29.98687827731238,59,59
12379,2,392.4000000000001,457.88999999999993,425.145,850.29,18.57013489515342,11.901821731409285,8.961648378788412,28.10100083500923,32.46539415963966,11,100
12380,2,607.5500000000001,626.0100000000001,616.7800000000001,1233.5600000000002,15.07830993222867,11.373585395116573,6.615000486397095,44.60747754466746,22.32562664159019,8,115
12381,1,1227.3899999999999,1227.3899999999999,1227.3899999999999,1227.3899999999999,30.086606539078858,11.732212255273385,12.432886042741103,22.14536536879069,23.60292979411597,49,49
12383,4,99.45,639.9099999999999,309.6475,1238.59,37.503128557472614,13.236825745404051,12.485971951977652,10.608837468411663,26.16523627673403,114,261
12384,1,273.58,273.58,273.58,273.58,35.72264054389941,17.216170772717305,24.800789531398493,12.939542364207913,9.320856787776885,51,51
12386,1,143.0,143.0,143.0,143.0,47.55244755244755,0.0,0.0,0.0,52.44755244755245,267,267
12388,5,124.05000000000001,902.0900000000003,498.85200000000015,2494.2600000000007,16.27336364292415,31.506739473831914,9.122946284669599,22.337286409596427,20.759664188977887,5,256
12390,1,549.84,549.84,549.84,549.84,35.45395024006984,23.370435035646736,10.839516950385567,11.021388040157138,19.31470973374072,9,9
12393,4,177.00000000000006,521.5,395.65000000000003,1582.6000000000001,2.9571591052698087,28.4184253759636,0.9383293314798433,18.254770630607858,49.431315556678875,2,262
12394,1,381.08,381.08,381.08,381.08,11.441167208984991,17.424162905426684,5.2220006297890205,4.644694027500789,61.26797522829853,147,147
12395,6,149.97000000000003,326.5,200.80000000000004,1204.8000000000002,51.527224435590966,18.35989375830013,1.6517264276228416,17.255976095617527,11.205179282868524,42,231
12397,1,1214.81,1214.81,1214.81,1214.81,34.733003514952955,15.54564088211325,7.202772450012759,11.542545747894735,30.97603740502629,65,65
12399,4,130.08,480.9,277.1625,1108.65,52.71636675235647,4.018400757678258,0.0,6.7884363865963095,36.476796103368955,49,191
12401,1,84.3,84.3,84.3,84.3,61.0320284697509,17.793594306049823,21.17437722419929,0.0,0.0,233,233
12402,1,225.60000000000002,225.60000000000002,225.60000000000002,225.60000000000002,13.297872340425531,0.0,0.0,58.11170212765958,28.590425531914892,253,253
12405,1,1710.3900000000006,1710.3900000000006,1710.3900000000006,1710.3900000000006,31.204579072609157,17.8731166576044,21.071217675500904,20.732698390425572,9.118388203859935,78,78
12406,1,1486.7000000000003,1486.7000000000003,1486.7000000000003,1486.7000000000003,8.456985269388577,29.00383399475348,4.540256944911548,26.309275576780788,31.689648214165594,113,113
12407,4,192.34,719.0600000000001,351.84,1407.36,37.9305934515689,7.300903819918145,11.57486357435198,8.044849931787176,35.14878922237381,64,194
12408,4,56.900000000000006,751.4900000000001,525.8,2103.2,25.447888931152534,12.782902244199319,4.124191707873718,35.57864206922785,22.0663750475466,28,190
12409,2,4860.640000000001,6196.289999999999,5528.465,11056.93,21.014693952118716,26.1210842430946,14.15040160333836,17.54212064289093,21.171699558557393,8,112
12410,2,68.0,613.0799999999999,340.53999999999996,681.0799999999999,28.71615669231221,4.933341164033594,33.050449286427444,5.197627297821109,28.102425559405653,238,238
12412,3,336.14000000000004,514.5,408.96000000000004,1226.88,23.13184663536776,24.130314293166403,1.4549100156494523,23.097613458528947,28.18531559728743,4,99
12413,2,84.65,415.30000000000007,249.97500000000002,499.95000000000005,20.67206720672067,8.94089408940894,36.853685368536844,29.57295729572957,3.96039603960396,166,267
12414,3,153.76,242.8,187.47000000000003,562.4100000000001,33.349335893742996,21.123379740758523,8.721395423267722,8.961433829412705,27.844455112818046,147,240
12415,13,61.2,22775.930000000008,7754.733076923077,100811.53,19.65378364954882,26.780200637764352,8.839782512972475,15.955496360386553,28.7707368393278,29,267
12417,6,323.43999999999994,562.69,417.7966666666666,2506.7799999999997,35.55517436711638,22.71439855112934,19.720517955305212,7.593007762946888,14.416901363502182,36,248
12418,1,668.5799999999998,668.5799999999998,668.5799999999998,668.5799999999998,16.988243740464874,23.37790541146909,45.44706691794551,4.494600496574831,9.692183433545726,42,42
12421,3,157.45000000000002,239.35000000000005,209.52,628.5600000000001,42.622820414916625,8.710385643375334,8.519473081328751,13.936617029400535,26.210703830978744,44,249
12422,3,147.7,417.36,267.8533333333333,803.56,26.79949225944547,7.242769674946489,0.0,35.82806511025935,30.129672955348695,25,254
12423,6,84.92,347.35,233.75666666666675,1402.5400000000004,35.17760634277809,4.837651689078386,3.867982374834228,31.882156658633615,24.23460293467565,30,221
12424,2,294.64000000000004,1466.3200000000002,880.4800000000001,1760.9600000000003,1.1312011630019987,36.39492095220788,2.027303289115028,40.05769580228964,20.388878793385423,92,92
12425,1,777.1999999999999,777.1999999999999,777.1999999999999,777.1999999999999,12.974781266083376,12.738033968090583,2.187339166237777,18.965517241379317,53.13432835820896,8,8
12426,1,582.73,582.73,582.73,582.73,17.443756113465927,9.112281845794794,13.762806102311535,22.137181885264194,37.54397405316356,124,124
12428,8,373.72,2462.4199999999996,933.6074999999998,7468.859999999999,35.46364505426531,20.48880284273638,16.829208205803834,13.766625696558782,13.45171820063571,50,213
12429,2,437.97999999999996,1125.4,781.69,1563.38,22.475661707326434,36.77928590617764,13.54117361102227,19.430976474049817,7.772902301423837,102,157
12431,9,118.8,640.1,447.72888888888895,4029.5600000000004,6.21730412253447,13.59453637618003,25.095792096407543,14.620703004794567,40.47166440008338,49,245
12432,3,454.6,2862.0600000000004,1338.8866666666668,4016.6600000000003,34.86976741870111,10.938192428535151,28.547350286058563,11.172466676293238,14.472223190411931,100,102
12433,1,2608.1100000000006,2608.1100000000006,2608.1100000000006,2608.1100000000006,25.444478952191428,32.2915827936705,15.108641890104323,14.582973877635528,12.572322486398194,21,21
12434,2,273.05,519.8899999999999,396.4699999999999,792.9399999999998,17.655812545715946,19.82495522990391,39.39768456629758,7.067369536156584,16.054178121926,14,190
12435,2,3850.9,3978.99,3914.9449999999997,7829.889999999999,16.352720153156685,8.218506262540087,50.66929420464401,15.330994432871984,9.428484946787249,9,197
12436,1,509.01,509.01,509.01,509.01,28.683129997446024,30.14675546649378,19.272705840749694,21.897408695310506,0.0,29,29
12437,12,65.1,501.64000000000004,248.27166666666665,2979.2599999999998,58.363486234836834,2.6583782550029205,4.474265421614764,11.4290125735921,23.074857514953376,8,261
12438,1,890.0699999999998,890.0699999999998,890.0699999999998,890.0699999999998,30.412214769624867,12.04961407529745,9.83630500971834,15.457211230577371,32.24465491478199,70,70
12444,3,562.5400000000001,1870.1999999999998,1063.27,3189.81,30.809045052840133,18.2612757499663,23.905812571908672,11.069311338292879,15.954555286992015,15,101
12447,1,476.49,476.49,476.49,476.49,10.87116203907742,13.505005351633823,10.850175239774181,28.458099855191083,36.31555751432349,173,173
12449,3,777.95,1087.6999999999998,908.1933333333333,2724.58,17.338452165104346,22.368585249836677,22.247465664432685,19.316738726702834,18.72875819392347,21,117
12450,2,96.0,101.88,98.94,197.88,10.18799272286234,0.0,0.0,32.9593693147362,56.85263796240145,86,103
12451,2,2388.31,2817.5099999999998,2602.91,5205.82,26.435604765435617,7.013304340142381,6.935506798160519,22.411454871662876,37.204129224598624,148,254
